연도,대상사고 구분명,법정동코드,사고건수,사고건수 구성비,사망자수,사망자수 구성비,치사율,부상자수,부상자수 구성비
2021,뺑소니사고,1420,1,0.01,0,0,0,1,0.01
2021,무면허사고,1420,2,0.04,0,0,0,2,0.03
2021,전체,1421,88,0.04,7,0.24,7.95,154,0.05
2021,어린이사고,1421,4,0.04,0,0,0,5,0.05
2021,노인사고,1421,20,0.06,1,0.08,5,27,0.07
2021,보행자사고,1421,7,0.02,1,0.1,14.29,6,0.02
2021,자전거사고,1421,2,0.04,0,0,0,2,0.03
2021,야간사고,1421,20,0.03,2,0.15,10,29,0.03
2021,고령운전사고,1421,18,0.06,1,0.14,5.56,38,0.08
2021,고령보행사고,1421,1,0.01,0,0,0,1,0.01
2021,뺑소니사고,1421,3,0.04,0,0,0,4,0.04
2021,무면허사고,1421,2,0.04,0,0,0,2,0.03
2021,전체,1422,119,0.06,5,0.17,4.2,199,0.07
2021,어린이사고,1422,7,0.08,0,0,0,10,0.09
2021,노인사고,1422,36,0.1,2,0.15,5.56,46,0.12
2021,보행자사고,1422,15,0.04,1,0.1,6.67,14,0.04
2021,야간사고,1422,20,0.03,3,0.23,15,29,0.03
2021,고령운전사고,1422,26,0.08,2,0.28,7.69,41,0.09
2021,고령보행사고,1422,5,0.05,1,0.17,20,4,0.04
2021,무면허사고,1422,3,0.06,0,0,0,7,0.11
2021,전체,1423,153,0.08,3,0.1,1.96,247,0.08
2021,어린이사고,1423,4,0.04,0,0,0,6,0.05
2021,노인사고,1423,33,0.09,0,0,0,38,0.1
2021,보행자사고,1423,20,0.06,0,0,0,20,0.06
2021,자전거사고,1423,4,0.07,1,1.43,25,4,0.07
2021,야간사고,1423,43,0.06,1,0.08,2.33,69,0.06
2021,어린이보행사고,1423,2,0.08,0,0,0,2,0.08
2021,고령운전사고,1423,21,0.07,0,0,0,31,0.07
2021,고령보행사고,1423,6,0.06,0,0,0,6,0.06
2021,뺑소니사고,1423,7,0.09,0,0,0,11,0.11
2021,무면허사고,1423,2,0.04,0,0,0,3,0.05
2021,전체,1500,7985,3.93,160,5.49,2,12135,4.16
2021,어린이사고,1500,365,4.11,2,8.7,0.55,434,3.95
2021,노인사고,1500,1537,4.4,74,5.71,4.81,1702,4.49
2021,보행자사고,1500,1031,2.89,35,3.44,3.39,1042,2.89
2021,자전거사고,1500,161,2.92,5,7.14,3.11,171,2.85
2021,야간사고,1500,2943,3.85,63,4.81,2.14,4373,4.01
2021,어린이보행사고,1500,82,3.35,0,0,0,89,3.52
2021,스쿨존내어린이사고,1500,14,2.68,0,0,0,14,2.49
2021,고령운전사고,1500,1343,4.22,45,6.35,3.35,1902,4.25
2021,고령보행사고,1500,298,3.01,19,3.16,6.38,283,3
2021,PM사고,1500,71,4.09,2,10.53,2.82,77,4.05
2021,뺑소니사고,1500,179,2.39,7,7.14,3.91,249,2.43
2021,무면허사고,1500,207,4.47,9,7.44,4.35,280,4.35
2021,전체,1501,4141,2.04,49,1.68,1.18,6192,2.12
2021,어린이사고,1501,211,2.37,0,0,0,252,2.3
2021,노인사고,1501,573,1.64,25,1.93,4.36,622,1.64
2021,보행자사고,1501,556,1.56,11,1.08,1.98,571,1.59
2021,자전거사고,1501,81,1.47,3,4.29,3.7,87,1.45
2021,야간사고,1501,1654,2.16,18,1.37,1.09,2438,2.24
2021,어린이보행사고,1501,53,2.16,0,0,0,58,2.29
2021,스쿨존내어린이사고,1501,11,2.1,0,0,0,11,1.95
2021,고령운전사고,1501,549,1.72,11,1.55,2,797,1.78
2021,고령보행사고,1501,123,1.24,6,1,4.88,118,1.25
2021,PM사고,1501,51,2.94,1,5.26,1.96,55,2.89
2021,뺑소니사고,1501,81,1.08,2,2.04,2.47,109,1.07
2021,무면허사고,1501,75,1.62,4,3.31,5.33,91,1.41
2021,전체,1502,1147,0.56,25,0.86,2.18,1797,0.62
2021,어린이사고,1502,45,0.51,0,0,0,49,0.45
2021,노인사고,1502,267,0.76,10,0.77,3.75,288,0.76
2021,보행자사고,1502,149,0.42,6,0.59,4.03,148,0.41
2021,자전거사고,1502,27,0.49,0,0,0,29,0.48
2021,야간사고,1502,414,0.54,12,0.92,2.9,651,0.6
2021,어린이보행사고,1502,8,0.33,0,0,0,9,0.36
2021,스쿨존내어린이사고,1502,1,0.19,0,0,0,1,0.18
2021,고령운전사고,1502,225,0.71,9,1.27,4,316,0.71
2021,고령보행사고,1502,47,0.48,2,0.33,4.26,46,0.49
2021,PM사고,1502,11,0.63,0,0,0,13,0.68
2021,뺑소니사고,1502,18,0.24,1,1.02,5.56,26,0.25
2021,무면허사고,1502,21,0.45,1,0.83,4.76,33,0.51
2021,전체,1503,706,0.35,15,0.51,2.12,1144,0.39
2021,어린이사고,1503,31,0.35,1,4.35,3.23,35,0.32
2021,노인사고,1503,198,0.57,7,0.54,3.54,234,0.62
2021,보행자사고,1503,99,0.28,7,0.69,7.07,96,0.27
2021,자전거사고,1503,12,0.22,1,1.43,8.33,13,0.22
2021,야간사고,1503,222,0.29,9,0.69,4.05,337,0.31
2021,어린이보행사고,1503,5,0.2,0,0,0,5,0.2
2021,스쿨존내어린이사고,1503,1,0.19,0,0,0,1,0.18
2021,고령운전사고,1503,175,0.55,2,0.28,1.14,271,0.61
2021,고령보행사고,1503,43,0.43,5,0.83,11.63,40,0.42
2021,PM사고,1503,3,0.17,0,0,0,3,0.16
2021,뺑소니사고,1503,9,0.12,2,2.04,22.22,12,0.12
2021,무면허사고,1503,14,0.3,1,0.83,7.14,21,0.33
2021,전체,1512,136,0.07,10,0.34,7.35,231,0.08
2021,어린이사고,1512,8,0.09,1,4.35,12.5,10,0.09
2021,노인사고,1512,59,0.17,4,0.31,6.78,65,0.17
2021,보행자사고,1512,21,0.06,1,0.1,4.76,26,0.07
2021,자전거사고,1512,2,0.04,0,0,0,2,0.03
2021,야간사고,1512,39,0.05,4,0.31,10.26,61,0.06
2021,어린이보행사고,1512,2,0.08,0,0,0,3,0.12
2021,고령운전사고,1512,41,0.13,3,0.42,7.32,54,0.12
2021,고령보행사고,1512,14,0.14,1,0.17,7.14,13,0.14
2021,PM사고,1512,1,0.06,0,0,0,2,0.11
2021,뺑소니사고,1512,5,0.07,0,0,0,8,0.08
2021,무면허사고,1512,6,0.13,0,0,0,15,0.23
2021,전체,1513,153,0.08,9,0.31,5.88,200,0.07
2021,어린이사고,1513,5,0.06,0,0,0,6,0.05
2021,노인사고,1513,54,0.15,3,0.23,5.56,59,0.16
2021,보행자사고,1513,36,0.1,2,0.2,5.56,35,0.1
2021,자전거사고,1513,3,0.05,0,0,0,3,0.05
2021,야간사고,1513,41,0.05,3,0.23,7.32,55,0.05
2021,어린이보행사고,1513,2,0.08,0,0,0,2,0.08
2021,고령운전사고,1513,45,0.14,4,0.56,8.89,53,0.12
2021,고령보행사고,1513,19,0.19,0,0,0,19,0.2
2021,뺑소니사고,1513,5,0.07,0,0,0,5,0.05
2021,무면허사고,1513,6,0.13,1,0.83,16.67,7,0.11
2021,전체,1514,145,0.07,8,0.27,5.52,202,0.07
2021,어린이사고,1514,4,0.04,0,0,0,4,0.04
2021,노인사고,1514,54,0.15,5,0.39,9.26,60,0.16
2021,보행자사고,1514,29,0.08,0,0,0,30,0.08
2021,자전거사고,1514,3,0.05,0,0,0,3,0.05
2021,야간사고,1514,37,0.05,2,0.15,5.41,40,0.04
2021,어린이보행사고,1514,2,0.08,0,0,0,2,0.08
2021,고령운전사고,1514,34,0.11,4,0.56,11.76,41,0.09
2021,고령보행사고,1514,8,0.08,0,0,0,8,0.08
2021,뺑소니사고,1514,4,0.05,0,0,0,4,0.04
2021,무면허사고,1514,4,0.09,0,0,0,4,0.06
2021,전체,1515,491,0.24,16,0.55,3.26,703,0.24
2021,어린이사고,1515,20,0.22,0,0,0,23,0.21
2021,노인사고,1515,81,0.23,8,0.62,9.88,81,0.21
2021,보행자사고,1515,51,0.14,4,0.39,7.84,49,0.14
2021,자전거사고,1515,9,0.16,0,0,0,9,0.15
2021,야간사고,1515,170,0.22,5,0.38,2.94,233,0.21
2021,어린이보행사고,1515,4,0.16,0,0,0,4,0.16
2021,고령운전사고,1515,67,0.21,3,0.42,4.48,90,0.2
2021,고령보행사고,1515,14,0.14,3,0.5,21.43,11,0.12
2021,PM사고,1515,2,0.12,0,0,0,2,0.11
2021,뺑소니사고,1515,15,0.2,0,0,0,25,0.24
2021,무면허사고,1515,26,0.56,1,0.83,3.85,43,0.67
2021,전체,1516,181,0.09,6,0.21,3.31,314,0.11
2021,어린이사고,1516,8,0.09,0,0,0,13,0.12
2021,노인사고,1516,57,0.16,1,0.08,1.75,76,0.2
2021,보행자사고,1516,13,0.04,0,0,0,13,0.04
2021,자전거사고,1516,1,0.02,0,0,0,1,0.02
2021,야간사고,1516,53,0.07,1,0.08,1.89,89,0.08
2021,어린이보행사고,1516,1,0.04,0,0,0,1,0.04
2021,고령운전사고,1516,35,0.11,1,0.14,2.86,53,0.12
2021,고령보행사고,1516,5,0.05,0,0,0,5,0.05
2021,PM사고,1516,1,0.06,1,5.26,100,0,0
2021,뺑소니사고,1516,7,0.09,1,1.02,14.29,11,0.11
2021,무면허사고,1516,9,0.19,0,0,0,15,0.23
2021,전체,1517,528,0.26,12,0.41,2.27,814,0.28
2021,어린이사고,1517,16,0.18,0,0,0,22,0.2
2021,노인사고,1517,99,0.28,4,0.31,4.04,121,0.32
2021,보행자사고,1517,34,0.1,3,0.29,8.82,32,0.09
2021,자전거사고,1517,10,0.18,1,1.43,10,10,0.17
2021,야간사고,1517,211,0.28,6,0.46,2.84,330,0.3
2021,어린이보행사고,1517,2,0.08,0,0,0,2,0.08
2021,스쿨존내어린이사고,1517,1,0.19,0,0,0,1,0.18
2021,고령운전사고,1517,88,0.28,2,0.28,2.27,128,0.29
2021,고령보행사고,1517,8,0.08,1,0.17,12.5,7,0.07
2021,PM사고,1517,2,0.12,0,0,0,2,0.11
2021,뺑소니사고,1517,23,0.31,1,1.02,4.35,34,0.33
2021,무면허사고,1517,34,0.73,0,0,0,40,0.62
2021,전체,1520,147,0.07,7,0.24,4.76,228,0.08
2021,어린이사고,1520,3,0.03,0,0,0,3,0.03
2021,노인사고,1520,39,0.11,4,0.31,10.26,42,0.11
2021,보행자사고,1520,15,0.04,0,0,0,15,0.04
2021,자전거사고,1520,2,0.04,0,0,0,2,0.03
2021,야간사고,1520,36,0.05,2,0.15,5.56,46,0.04
2021,고령운전사고,1520,30,0.09,4,0.56,13.33,35,0.08
2021,고령보행사고,1520,6,0.06,0,0,0,6,0.06
2021,뺑소니사고,1520,6,0.08,0,0,0,8,0.08
2021,무면허사고,1520,4,0.09,1,0.83,25,3,0.05
2021,전체,1521,210,0.1,3,0.1,1.43,310,0.11
2021,어린이사고,1521,14,0.16,0,0,0,17,0.15
2021,노인사고,1521,56,0.16,3,0.23,5.36,54,0.14
2021,보행자사고,1521,28,0.08,1,0.1,3.57,27,0.07
2021,자전거사고,1521,11,0.2,0,0,0,12,0.2
2021,야간사고,1521,66,0.09,1,0.08,1.52,93,0.09
2021,어린이보행사고,1521,3,0.12,0,0,0,3,0.12
2021,고령운전사고,1521,54,0.17,2,0.28,3.7,64,0.14
2021,고령보행사고,1521,11,0.11,1,0.17,9.09,10,0.11
2021,뺑소니사고,1521,6,0.08,0,0,0,7,0.07
2021,무면허사고,1521,8,0.17,0,0,0,8,0.12
2021,전체,1600,8423,4.15,265,9.09,3.15,12197,4.18
2021,어린이사고,1600,382,4.3,3,13.04,0.79,479,4.36
2021,노인사고,1600,1730,4.96,116,8.96,6.71,1882,4.97
2021,보행자사고,1600,1439,4.03,74,7.27,5.14,1443,4.01
2021,자전거사고,1600,119,2.16,4,5.71,3.36,124,2.07
2021,야간사고,1600,3139,4.11,124,9.47,3.95,4471,4.1
2021,어린이보행사고,1600,88,3.59,1,10,1.14,88,3.48
2021,스쿨존내어린이사고,1600,18,3.44,0,0,0,18,3.2
2021,고령운전사고,1600,1349,4.24,65,9.17,4.82,1912,4.28
2021,고령보행사고,1600,469,4.74,46,7.65,9.81,431,4.57
2021,PM사고,1600,38,2.19,2,10.53,5.26,40,2.1
2021,뺑소니사고,1600,318,4.24,9,9.18,2.83,475,4.64
2021,무면허사고,1600,327,7.07,18,14.88,5.5,441,6.85
2021,전체,1602,3039,1.5,29,0.99,0.95,4392,1.51
2021,어린이사고,1602,138,1.55,0,0,0,174,1.58
2021,노인사고,1602,331,0.95,10,0.77,3.02,363,0.96
2021,보행자사고,1602,460,1.29,11,1.08,2.39,480,1.33
2021,자전거사고,1602,49,0.89,0,0,0,56,0.93
2021,야간사고,1602,1295,1.69,19,1.45,1.47,1827,1.68
2021,어린이보행사고,1602,32,1.31,0,0,0,33,1.3
2021,스쿨존내어린이사고,1602,9,1.72,0,0,0,9,1.6
2021,고령운전사고,1602,294,0.92,2,0.28,0.68,422,0.94
2021,고령보행사고,1602,91,0.92,8,1.33,8.79,85,0.9
2021,PM사고,1602,25,1.44,0,0,0,28,1.47
2021,뺑소니사고,1602,139,1.86,3,3.06,2.16,206,2.01
2021,무면허사고,1602,86,1.86,3,2.48,3.49,118,1.83
2021,전체,1603,1185,0.58,27,0.93,2.28,1687,0.58
2021,어린이사고,1603,66,0.74,0,0,0,70,0.64
2021,노인사고,1603,164,0.47,12,0.93,7.32,176,0.46
2021,보행자사고,1603,185,0.52,8,0.79,4.32,189,0.52
2021,자전거사고,1603,16,0.29,2,2.86,12.5,14,0.23
2021,야간사고,1603,471,0.62,15,1.15,3.18,674,0.62
2021,어린이보행사고,1603,19,0.78,0,0,0,19,0.75
2021,스쿨존내어린이사고,1603,2,0.38,0,0,0,2,0.36
2021,고령운전사고,1603,148,0.46,5,0.71,3.38,204,0.46
2021,고령보행사고,1603,51,0.52,5,0.83,9.8,49,0.52
2021,PM사고,1603,5,0.29,1,5.26,20,5,0.26
2021,뺑소니사고,1603,36,0.48,1,1.02,2.78,52,0.51
2021,무면허사고,1603,46,0.99,0,0,0,71,1.1
2021,전체,1604,424,0.21,19,0.65,4.48,595,0.2
2021,어린이사고,1604,11,0.12,0,0,0,13,0.12
2021,노인사고,1604,140,0.4,11,0.85,7.86,151,0.4
2021,보행자사고,1604,108,0.3,6,0.59,5.56,108,0.3
2021,자전거사고,1604,10,0.18,0,0,0,11,0.18
2021,야간사고,1604,148,0.19,7,0.53,4.73,221,0.2
2021,어린이보행사고,1604,3,0.12,0,0,0,3,0.12
2021,고령운전사고,1604,103,0.32,7,0.99,6.8,139,0.31
2021,고령보행사고,1604,49,0.5,3,0.5,6.12,46,0.49
2021,뺑소니사고,1604,14,0.19,1,1.02,7.14,16,0.16
2021,무면허사고,1604,13,0.28,0,0,0,15,0.23
2021,전체,1605,461,0.23,13,0.45,2.82,715,0.25
2021,어린이사고,1605,24,0.27,0,0,0,33,0.3
2021,노인사고,1605,123,0.35,9,0.69,7.32,127,0.34
2021,보행자사고,1605,68,0.19,2,0.2,2.94,68,0.19
2021,자전거사고,1605,9,0.16,0,0,0,10,0.17
2021,야간사고,1605,159,0.21,6,0.46,3.77,237,0.22
2021,어린이보행사고,1605,6,0.24,0,0,0,6,0.24
2021,스쿨존내어린이사고,1605,3,0.57,0,0,0,3,0.53
2021,고령운전사고,1605,80,0.25,4,0.56,5,108,0.24
2021,고령보행사고,1605,21,0.21,2,0.33,9.52,19,0.2
2021,PM사고,1605,1,0.06,0,0,0,1,0.05
2021,뺑소니사고,1605,13,0.17,1,1.02,7.69,18,0.18
2021,무면허사고,1605,21,0.45,0,0,0,31,0.48
2021,전체,1606,667,0.33,22,0.75,3.3,955,0.33
2021,어린이사고,1606,26,0.29,0,0,0,34,0.31
2021,노인사고,1606,144,0.41,7,0.54,4.86,151,0.4
2021,보행자사고,1606,131,0.37,9,0.88,6.87,130,0.36
2021,자전거사고,1606,6,0.11,0,0,0,6,0.1
2021,야간사고,1606,238,0.31,12,0.92,5.04,346,0.32
2021,어린이보행사고,1606,5,0.2,0,0,0,5,0.2
2021,고령운전사고,1606,124,0.39,4,0.56,3.23,174,0.39
2021,고령보행사고,1606,40,0.4,4,0.67,10,37,0.39
2021,뺑소니사고,1606,24,0.32,2,2.04,8.33,39,0.38
2021,무면허사고,1606,31,0.67,3,2.48,9.68,33,0.51
2021,전체,1611,111,0.05,8,0.27,7.21,158,0.05
2021,어린이사고,1611,4,0.04,0,0,0,5,0.05
2021,노인사고,1611,42,0.12,2,0.15,4.76,50,0.13
2021,보행자사고,1611,22,0.06,1,0.1,4.55,22,0.06
2021,야간사고,1611,29,0.04,4,0.31,13.79,38,0.03
2021,스쿨존내어린이사고,1611,1,0.19,0,0,0,1,0.18
2021,고령운전사고,1611,29,0.09,2,0.28,6.9,48,0.11
2021,고령보행사고,1611,11,0.11,0,0,0,11,0.12
2021,뺑소니사고,1611,2,0.03,0,0,0,2,0.02
2021,무면허사고,1611,6,0.13,1,0.83,16.67,6,0.09
2021,전체,1612,270,0.13,14,0.48,5.19,411,0.14
2021,어린이사고,1612,17,0.19,1,4.35,5.88,24,0.22
2021,노인사고,1612,86,0.25,4,0.31,4.65,99,0.26
2021,보행자사고,1612,52,0.15,2,0.2,3.85,50,0.14
2021,자전거사고,1612,1,0.02,0,0,0,1,0.02
2021,야간사고,1612,75,0.1,6,0.46,8,110,0.1
2021,어린이보행사고,1612,1,0.04,0,0,0,1,0.04
2021,고령운전사고,1612,67,0.21,3,0.42,4.48,98,0.22
2021,고령보행사고,1612,21,0.21,1,0.17,4.76,20,0.21
2021,뺑소니사고,1612,13,0.17,0,0,0,19,0.19
2021,무면허사고,1612,14,0.3,1,0.83,7.14,22,0.34
2021,전체,1615,350,0.17,23,0.79,6.57,538,0.18
2021,어린이사고,1615,20,0.22,0,0,0,24,0.22
2021,노인사고,1615,119,0.34,12,0.93,10.08,126,0.33
2021,보행자사고,1615,67,0.19,7,0.69,10.45,64,0.18
2021,자전거사고,1615,5,0.09,0,0,0,5,0.08
2021,야간사고,1615,117,0.15,12,0.92,10.26,171,0.16
2021,어린이보행사고,1615,8,0.33,0,0,0,8,0.32
2021,스쿨존내어린이사고,1615,1,0.19,0,0,0,1,0.18
2021,고령운전사고,1615,72,0.23,7,0.99,9.72,118,0.26
2021,고령보행사고,1615,27,0.27,5,0.83,18.52,22,0.23
2021,PM사고,1615,2,0.12,0,0,0,2,0.11
2021,뺑소니사고,1615,21,0.28,0,0,0,32,0.31
2021,무면허사고,1615,29,0.63,0,0,0,46,0.71
2021,전체,1616,193,0.1,13,0.45,6.74,264,0.09
2021,어린이사고,1616,5,0.06,0,0,0,7,0.06
2021,노인사고,1616,76,0.22,8,0.62,10.53,82,0.22
2021,보행자사고,1616,44,0.12,6,0.59,13.64,39,0.11
2021,자전거사고,1616,3,0.05,1,1.43,33.33,2,0.03
2021,야간사고,1616,44,0.06,2,0.15,4.55,69,0.06
2021,어린이보행사고,1616,1,0.04,0,0,0,1,0.04
2021,고령운전사고,1616,56,0.18,2,0.28,3.57,75,0.17
2021,고령보행사고,1616,27,0.27,5,0.83,18.52,22,0.23
2021,뺑소니사고,1616,6,0.08,0,0,0,10,0.1
2021,무면허사고,1616,16,0.35,0,0,0,18,0.28
2021,전체,1617,256,0.13,17,0.58,6.64,401,0.14
2021,어린이사고,1617,6,0.07,0,0,0,8,0.07
2021,노인사고,1617,111,0.32,7,0.54,6.31,136,0.36
2021,보행자사고,1617,50,0.14,3,0.29,6,48,0.13
2021,자전거사고,1617,5,0.09,0,0,0,5,0.08
2021,야간사고,1617,66,0.09,5,0.38,7.58,93,0.09
2021,어린이보행사고,1617,1,0.04,0,0,0,1,0.04
2021,고령운전사고,1617,75,0.24,6,0.85,8,114,0.25
2021,고령보행사고,1617,28,0.28,1,0.17,3.57,27,0.29
2021,PM사고,1617,2,0.12,0,0,0,2,0.11
2021,뺑소니사고,1617,5,0.07,0,0,0,8,0.08
2021,무면허사고,1617,8,0.17,1,0.83,12.5,10,0.16
2021,전체,1619,151,0.07,7,0.24,4.64,230,0.08
2021,어린이사고,1619,8,0.09,0,0,0,11,0.1
2021,노인사고,1619,60,0.17,4,0.31,6.67,70,0.18
2021,보행자사고,1619,21,0.06,2,0.2,9.52,21,0.06
2021,자전거사고,1619,5,0.09,0,0,0,5,0.08
2021,야간사고,1619,32,0.04,3,0.23,9.38,49,0.04
2021,어린이보행사고,1619,1,0.04,0,0,0,1,0.04
2021,고령운전사고,1619,48,0.15,2,0.28,4.17,66,0.15
2021,고령보행사고,1619,9,0.09,2,0.33,22.22,8,0.08
2021,뺑소니사고,1619,2,0.03,0,0,0,2,0.02
2021,무면허사고,1619,2,0.04,0,0,0,4,0.06
2021,전체,1620,244,0.12,12,0.41,4.92,354,0.12
2021,어린이사고,1620,15,0.17,0,0,0,23,0.21
2021,노인사고,1620,74,0.21,2,0.15,2.7,81,0.21
2021,보행자사고,1620,43,0.12,3,0.29,6.98,41,0.11
2021,야간사고,1620,85,0.11,7,0.53,8.24,125,0.11
2021,어린이보행사고,1620,1,0.04,0,0,0,1,0.04
2021,고령운전사고,1620,60,0.19,2,0.28,3.33,92,0.21
2021,고령보행사고,1620,22,0.22,1,0.17,4.55,22,0.23
2021,PM사고,1620,1,0.06,1,5.26,100,0,0
2021,뺑소니사고,1620,7,0.09,0,0,0,15,0.15
2021,무면허사고,1620,8,0.17,1,0.83,12.5,16,0.25
2021,전체,1621,326,0.16,23,0.79,7.06,442,0.15
2021,어린이사고,1621,11,0.12,0,0,0,15,0.14
2021,노인사고,1621,104,0.3,10,0.77,9.62,109,0.29
2021,보행자사고,1621,49,0.14,4,0.39,8.16,46,0.13
2021,자전거사고,1621,5,0.09,1,1.43,20,4,0.07
2021,야간사고,1621,91,0.12,8,0.61,8.79,119,0.11
2021,어린이보행사고,1621,3,0.12,0,0,0,3,0.12
2021,고령운전사고,1621,83,0.26,8,1.13,9.64,109,0.24
2021,고령보행사고,1621,23,0.23,3,0.5,13.04,20,0.21
2021,PM사고,1621,1,0.06,0,0,0,1,0.05
2021,뺑소니사고,1621,7,0.09,0,0,0,10,0.1
2021,무면허사고,1621,21,0.45,6,4.96,28.57,18,0.28
2021,전체,1623,690,0.34,36,1.23,5.22,978,0.34
2021,어린이사고,1623,28,0.31,2,8.7,7.14,34,0.31
2021,노인사고,1623,145,0.42,16,1.24,11.03,150,0.4
2021,보행자사고,1623,123,0.34,9,0.88,7.32,122,0.34
2021,자전거사고,1623,5,0.09,0,0,0,5,0.08
2021,야간사고,1623,270,0.35,17,1.3,6.3,369,0.34
2021,어린이보행사고,1623,6,0.24,1,10,16.67,5,0.2
2021,스쿨존내어린이사고,1623,1,0.19,0,0,0,1,0.18
2021,고령운전사고,1623,98,0.31,11,1.55,11.22,123,0.28
2021,고령보행사고,1623,45,0.45,5,0.83,11.11,40,0.42
2021,뺑소니사고,1623,29,0.39,1,1.02,3.45,46,0.45
2021,무면허사고,1623,25,0.54,2,1.65,8,32,0.5
2021,전체,1624,56,0.03,2,0.07,3.57,77,0.03
2021,어린이사고,1624,3,0.03,0,0,0,4,0.04
2021,노인사고,1624,11,0.03,2,0.15,18.18,11,0.03
2021,보행자사고,1624,16,0.04,1,0.1,6.25,15,0.04
2021,야간사고,1624,19,0.02,1,0.08,5.26,23,0.02
2021,어린이보행사고,1624,1,0.04,0,0,0,1,0.04
2021,스쿨존내어린이사고,1624,1,0.19,0,0,0,1,0.18
2021,고령운전사고,1624,12,0.04,0,0,0,22,0.05
2021,고령보행사고,1624,4,0.04,1,0.17,25,3,0.03
2021,PM사고,1624,1,0.06,0,0,0,1,0.05
2021,무면허사고,1624,1,0.02,0,0,0,1,0.02
2021,전체,1700,6112,3.01,193,6.62,3.16,8906,3.05
2021,어린이사고,1700,262,2.95,1,4.35,0.38,336,3.06
2021,노인사고,1700,1543,4.42,103,7.95,6.68,1681,4.44
2021,보행자사고,1700,1150,3.22,62,6.09,5.39,1139,3.16
2021,자전거사고,1700,115,2.09,8,11.43,6.96,112,1.87
2021,야간사고,1700,2185,2.86,76,5.8,3.48,3202,2.94
2021,어린이보행사고,1700,76,3.1,0,0,0,78,3.08
2021,스쿨존내어린이사고,1700,20,3.82,0,0,0,22,3.91
2021,고령운전사고,1700,1294,4.06,65,9.17,5.02,1838,4.11
2021,고령보행사고,1700,423,4.28,39,6.49,9.22,386,4.1
2021,PM사고,1700,27,1.56,1,5.26,3.7,30,1.58
2021,뺑소니사고,1700,214,2.86,7,7.14,3.27,301,2.94
2021,무면허사고,1700,196,4.24,5,4.13,2.55,291,4.52
2021,전체,1701,2151,1.06,39,1.34,1.81,3070,1.05
2021,어린이사고,1701,98,1.1,1,4.35,1.02,119,1.08
2021,노인사고,1701,369,1.06,17,1.31,4.61,397,1.05
2021,보행자사고,1701,437,1.23,17,1.67,3.89,444,1.23
2021,자전거사고,1701,22,0.4,2,2.86,9.09,20,0.33
2021,야간사고,1701,904,1.18,22,1.68,2.43,1311,1.2
2021,어린이보행사고,1701,34,1.39,0,0,0,35,1.38
2021,스쿨존내어린이사고,1701,9,1.72,0,0,0,9,1.6
2021,고령운전사고,1701,387,1.22,10,1.41,2.58,556,1.24
2021,고령보행사고,1701,131,1.32,10,1.66,7.63,121,1.28
2021,PM사고,1701,13,0.75,0,0,0,14,0.74
2021,뺑소니사고,1701,72,0.96,1,1.02,1.39,100,0.98
2021,무면허사고,1701,54,1.17,1,0.83,1.85,81,1.26
2021,전체,1702,1100,0.54,21,0.72,1.91,1626,0.56
2021,어린이사고,1702,46,0.52,0,0,0,60,0.55
2021,노인사고,1702,299,0.86,11,0.85,3.68,333,0.88
2021,보행자사고,1702,212,0.59,10,0.98,4.72,211,0.59
2021,자전거사고,1702,25,0.45,0,0,0,26,0.43
2021,야간사고,1702,361,0.47,8,0.61,2.22,519,0.48
2021,어린이보행사고,1702,5,0.2,0,0,0,5,0.2
2021,스쿨존내어린이사고,1702,2,0.38,0,0,0,2,0.36
2021,고령운전사고,1702,240,0.75,3,0.42,1.25,360,0.81
2021,고령보행사고,1702,73,0.74,6,1,8.22,68,0.72
2021,PM사고,1702,6,0.35,0,0,0,7,0.37
2021,뺑소니사고,1702,41,0.55,0,0,0,60,0.59
2021,무면허사고,1702,36,0.78,0,0,0,64,0.99
2021,전체,1704,379,0.19,17,0.58,4.49,585,0.2
2021,어린이사고,1704,16,0.18,0,0,0,26,0.24
2021,노인사고,1704,113,0.32,9,0.69,7.96,123,0.32
2021,보행자사고,1704,74,0.21,4,0.39,5.41,75,0.21
2021,자전거사고,1704,19,0.34,1,1.43,5.26,18,0.3
2021,야간사고,1704,127,0.17,5,0.38,3.94,207,0.19
2021,어린이보행사고,1704,6,0.24,0,0,0,6,0.24
2021,스쿨존내어린이사고,1704,1,0.19,0,0,0,1,0.18
2021,고령운전사고,1704,100,0.31,6,0.85,6,159,0.36
2021,고령보행사고,1704,34,0.34,3,0.5,8.82,32,0.34
2021,PM사고,1704,3,0.17,0,0,0,4,0.21
2021,뺑소니사고,1704,13,0.17,0,0,0,17,0.17
2021,무면허사고,1704,20,0.43,1,0.83,5,27,0.42
2021,전체,1705,291,0.14,12,0.41,4.12,375,0.13
2021,어린이사고,1705,7,0.08,0,0,0,8,0.07
2021,노인사고,1705,109,0.31,5,0.39,4.59,117,0.31
2021,보행자사고,1705,47,0.13,4,0.39,8.51,43,0.12
2021,자전거사고,1705,9,0.16,0,0,0,9,0.15
2021,야간사고,1705,80,0.1,7,0.53,8.75,92,0.08
2021,어린이보행사고,1705,3,0.12,0,0,0,3,0.12
2021,스쿨존내어린이사고,1705,1,0.19,0,0,0,1,0.18
2021,고령운전사고,1705,76,0.24,4,0.56,5.26,91,0.2
2021,고령보행사고,1705,20,0.2,1,0.17,5,19,0.2
